350.0,273.0
353.0,272.5
355.0,271.0
353.0,266.5
356.0,265.0
353.0,260.5
357.0,251.5
354.0,247.0
359.0,247.0
360.0,246.0
362.0,244.5
363.0,247.0
365.0,247.5
365.0,246.5
366.0,248.0
368.0,246.0
369.5,242.0
368.5,243.0
372.0,241.5
371.5,236.5
370.5,235.5
371.0,232.5
373.5,231.5
371.5,229.0
370.5,226.0
367.5,223.5
369.5,222.5
370.5,223.0
371.0,224.5
373.0,224.5
377.0,224.5
375.5,228.0
376.5,227.0
376.5,226.5
381.0,225.0
382.0,223.5
380.5,224.5
379.5,222.5
380.0,225.0
383.0,225.5
384.0,224.5
385.5,227.0
386.5,226.0
388.5,225.5
388.0,225.5
387.0,226.0
387.5,224.5
384.5,224.0
383.0,223.0
382.0,218.0
379.0,216.0
374.0,217.0
373.5,216.5
372.0,217.0
371.0,217.0
371.0,216.5
371.0,217.0
370.5,219.0
372.0,223.0
370.5,224.0
365.5,226.5
365.0,226.5
366.5,229.0
366.0,229.0
366.0,230.0
365.0,227.5
365.0,226.5
364.0,226.0
362.0,222.5
363.0,223.0
365.0,218.5
364.5,218.0
365.0,217.5
363.5,217.5
364.5,218.0
364.0,218.0
363.0,217.0
362.0,216.5
360.5,215.5
360.5,215.0
359.5,214.0
356.5,212.5
358.0,210.0
354.5,211.5
353.0,210.5
348.5,210.5
347.5,213.0
345.5,211.0
341.5,213.5
340.0,215.0
337.5,213.0
338.5,214.0
336.5,214.0
337.0,214.0
335.0,214.0
333.5,215.5
332.5,216.0
331.0,218.0
329.0,217.5
328.0,218.0
328.0,219.0
326.5,219.0
328.0,220.0
328.5,222.0
331.0,223.0
327.5,224.5
328.0,226.0
328.5,227.5
329.0,228.0
329.0,227.5
331.0,226.5
331.5,225.5
330.5,225.5
334.0,227.0
333.5,227.5
333.5,229.0
333.5,230.5
334.0,231.5
335.0,233.0
334.5,232.5
334.0,233.0
335.5,233.0
336.0,234.0
335.5,235.0
335.5,234.5
336.0,234.5
336.5,235.5
336.5,235.5
337.0,235.5
334.5,235.5
335.0,235.0
332.5,234.5
333.0,235.0
332.5,236.0
333.0,234.5
333.0,233.5
331.5,233.0
332.0,231.5
332.5,232.0
333.0,230.5
331.0,230.0
328.5,231.0
327.0,229.5
324.5,229.5
326.0,229.5
324.5,229.5
324.0,230.0
323.5,228.5
322.0,228.0
321.0,226.5
320.5,224.5
321.0,224.5
318.0,226.5
318.0,225.5
320.5,225.0
324.0,227.0
323.5,228.5
324.5,229.5
326.0,229.5
324.5,232.5
326.0,234.0
325.5,234.0
327.0,235.5
326.0,235.5
326.0,236.0
325.0,236.0
0,0
0,0
322.5,241.5
323.0,244.0
326.5,243.5
326.5,244.5
328.0,244.5
328.0,245.5
327.5,247.0
327.5,247.0
329.0,248.0
329.0,248.5
329.0,249.0
329.0,249.0
330.0,250.0
329.0,251.0
328.0,250.5
328.0,251.5
329.0,252.5
329.0,253.0
329.5,253.0
327.0,252.0
329.0,252.0
327.5,253.5
330.0,254.0
328.5,254.0
329.0,254.0
329.5,254.5
327.0,255.5
327.0,256.0
326.5,256.0
326.0,256.0
325.5,256.0
324.5,255.5
0,0
0,0
324.0,256.0
322.5,255.5
323.0,256.0
324.0,255.5
0,0
316.0,255.5
0,0
0,0
0,0
0,0
0,0
0,0
322.5,256.0
324.0,256.0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
323.0,261.0
0,0
323.0,259.5
0,0
0,0
324.0,259.5
323.5,260.0
324.5,261.0
324.5,261.0
