mean,min,max,class
-5.8961735,-398.5702,86.4522,kirgizca
-4.8385973,-310.1356,110.33326,kirgizca
-4.94542,-320.78424,107.298096,kirgizca
-5.0517335,-340.75073,111.790146,kirgizca
-4.7566566,-312.7786,102.369675,kirgizca
-4.866575,-320.5329,114.798775,kirgizca
-4.7614274,-314.46228,120.173096,kirgizca
-5.367662,-290.51028,110.46439,kirgizca
-5.1389055,-280.6293,101.76926,kirgizca
-5.133105,-329.88715,102.68317,kirgizca
-5.0990844,-312.78775,105.68357,kirgizca
-5.045751,-303.21896,114.32581,kirgizca
-5.1958594,-314.47882,101.271194,kirgizca
-4.9925413,-307.23553,118.591675,kirgizca
-5.101666,-313.95767,124.63914,kirgizca
-6.0679827,-406.94202,106.74038,kirgizca
-4.8536625,-293.00766,91.48417,kirgizca
-5.213579,-330.03726,108.62796,kirgizca
-5.1542673,-351.12418,100.44617,kirgizca
-5.3787794,-329.70282,102.32906,kirgizca
-4.847973,-314.13275,115.26976,kirgizca
-4.996716,-326.57126,117.84947,kirgizca
-5.1856365,-339.4023,130.01479,kirgizca
-5.2108297,-350.79276,108.85709,kirgizca
-4.989287,-328.793,112.02904,kirgizca
-5.273804,-433.03098,78.89599,kirgizca
-2.8378785,-307.5926,134.68106,kirgizca
-2.6351209,-309.99194,135.24274,kirgizca
-3.4421613,-368.5809,132.59358,kirgizca
-3.403604,-371.94205,112.60017,kirgizca
-2.6637368,-314.49466,143.36876,kirgizca
-3.2376726,-334.4437,148.89006,kirgizca
-1.5926182,-313.21045,139.29509,kirgizca
-2.859508,-303.86368,134.09552,kirgizca
-3.0526447,-330.63287,146.65065,kirgizca
-3.1033642,-322.18085,141.5949,kirgizca
-3.7850747,-378.64832,138.7698,kirgizca
-3.125535,-301.78586,113.26357,kirgizca
-2.9598696,-307.8502,129.67168,kirgizca
-3.1356628,-305.03683,132.21191,kirgizca
-3.9796126,-494.06693,114.731476,kirgizca
-4.177333,-430.54868,120.68948,kirgizca
-4.1989036,-402.7472,140.85057,kirgizca
-3.596365,-356.46567,159.00716,kirgizca
-3.684031,-342.9114,156.07455,kirgizca
-3.2198553,-298.2165,180.69989,kirgizca
-3.2954333,-311.48883,165.2277,kirgizca
-3.421381,-336.39975,160.53665,kirgizca
-3.2415,-319.3846,149.13731,kirgizca
-2.896409,-329.96576,149.53633,kirgizca
-3.187137,-335.38556,175.06876,kirgizca
-3.352934,-359.7,174.3603,kirgizca
-3.3483846,-349.95822,161.32953,kirgizca
-3.4843233,-363.2746,145.14241,kirgizca
-3.784222,-344.4253,159.65593,kirgizca
-4.655401,-336.6351,176.62584,kirgizca
-5.1978836,-348.05786,141.93254,kirgizca
-4.9222984,-369.446,134.65201,kirgizca
-5.3855762,-383.4858,142.47887,kirgizca
-5.301544,-371.53473,124.933235,kirgizca
-6.0861588,-421.97156,124.84953,kirgizca
-5.608517,-418.46167,136.55582,kirgizca
-4.918254,-377.84598,170.32971,kirgizca
-4.651127,-347.51532,186.97755,kirgizca
-4.8271728,-362.4931,172.85606,kirgizca
-4.5309196,-324.4486,169.818,kirgizca
-4.4554734,-330.5451,168.93994,kirgizca
-4.8522873,-363.01895,170.2311,kirgizca
-5.0932407,-387.8043,168.26436,kirgizca
-4.6413903,-360.4216,183.41513,kirgizca
-3.2132905,-332.96423,129.4841,kirgizca
-3.2249117,-324.08545,144.55539,kirgizca
-3.416262,-340.80658,123.85601,kirgizca
-4.7958655,-535.85846,113.19658,kirgizca
-4.109391,-368.84515,152.53345,kirgizca
-4.0582466,-339.6854,151.08116,kirgizca
-4.0231676,-343.13885,158.96011,kirgizca
-3.8558843,-316.47894,154.0039,kirgizca
-3.8251464,-316.7523,138.96582,kirgizca
-3.89137,-338.06418,141.00244,kirgizca
-3.997419,-346.115,155.24532,kirgizca
-3.5701451,-346.57703,165.63522,kirgizca
-3.636566,-315.10156,160.36916,kirgizca
-3.1599948,-324.04346,154.63164,kirgizca
-3.449266,-369.6118,151.8341,kirgizca
-4.332503,-350.10168,189.12486,kirgizca
-4.630807,-353.64526,171.48636,kirgizca
-4.503845,-339.74274,195.3038,kirgizca
-4.513793,-327.1804,191.43134,kirgizca
-4.360348,-334.30554,180.55606,kirgizca
-4.5087457,-350.11057,172.67154,kirgizca
-4.4645724,-352.60727,179.59192,kirgizca
-4.971808,-403.99927,149.35957,kirgizca
-2.9876459,-285.69617,119.300644,kirgizca
-3.1901925,-316.65585,143.18967,kirgizca
-1.5771196,-299.63266,132.42786,kirgizca
-2.9341366,-308.11914,138.5477,kirgizca
-2.8795729,-308.75586,138.18925,kirgizca
-3.0309083,-325.08997,138.43658,kirgizca
-3.2183506,-318.94287,149.60808,kirgizca
-3.3465576,-336.22238,142.96062,kirgizca
-3.112607,-343.1825,145.73009,kirgizca
-3.110578,-332.3866,147.58955,kirgizca
-3.0303166,-325.08426,128.534,kirgizca
-3.1187656,-335.60583,153.98676,kirgizca
-3.2843213,-339.71655,159.15514,kirgizca
-3.1674607,-287.97885,104.07782,kirgizca
-4.168375,-250.58951,106.6201,kirgizca
-3.801381,-247.09573,112.50908,kirgizca
-4.1151404,-293.95197,144.13504,kirgizca
-5.0685153,-343.3662,141.73233,kirgizca
-4.536632,-307.6767,133.89856,kirgizca
-4.622289,-312.12405,138.84204,kirgizca
-4.7861896,-322.73868,129.87389,kirgizca
-4.5522523,-297.68658,137.63348,kirgizca
-4.4069514,-308.7308,158.88496,kirgizca
-4.6914744,-322.3203,137.52884,kirgizca
-4.333522,-293.59283,126.08137,kirgizca
-4.0963683,-284.93533,126.34032,kirgizca
-4.5095415,-298.9002,119.67985,kirgizca
-4.411951,-313.10748,136.71306,kirgizca
-4.315165,-294.1142,143.97835,kirgizca
-3.7167163,-280.42978,138.20082,kirgizca
-4.3496614,-295.0675,142.03232,kirgizca
-4.242893,-285.83902,121.20468,kirgizca
-4.464141,-296.47647,132.01404,kirgizca
-4.112942,-282.33218,148.95589,kirgizca
-4.16269,-265.73798,130.89633,kirgizca
-4.1334496,-267.12656,130.88683,kirgizca
-4.083077,-245.5427,127.7484,kirgizca
-4.477291,-283.96143,142.31969,kirgizca
-4.248176,-259.9268,125.10888,kirgizca
-4.0465875,-250.60658,110.326004,kirgizca
-4.202266,-274.228,134.13365,kirgizca
-4.373866,-290.7688,129.21983,kirgizca
-4.393113,-284.28436,135.91461,kirgizca
-4.4279656,-292.0808,142.76476,kirgizca
-4.1121383,-294.46445,132.32358,kirgizca
-3.6308887,-274.6541,142.29788,kirgizca
-3.8916662,-303.41312,156.7098,kirgizca
-4.1370187,-296.46802,156.52257,kirgizca
-4.4339595,-308.1661,158.25017,kirgizca
-4.6526074,-316.9641,140.21005,kirgizca
-4.17095,-300.14667,131.16339,kirgizca
-4.482576,-308.1852,139.46864,kirgizca
-4.22031,-303.74344,153.89407,kirgizca
-3.640859,-266.97168,151.54613,kirgizca
-4.040667,-287.44016,136.70345,kirgizca
-4.3507423,-301.42947,130.39789,kirgizca
-3.7466545,-299.322,148.12099,kirgizca
-2.9255571,-299.45523,157.9413,kirgizca
-3.2196574,-290.03992,150.32738,kirgizca
-2.5800786,-267.18738,136.01564,kirgizca
-2.3700497,-276.24557,151.71552,kirgizca
-1.8719685,-267.36935,140.56429,kirgizca
-1.6012409,-255.1602,145.43535,kirgizca
-1.5534753,-182.4979,131.62193,kirgizca
-0.88649446,-265.55463,153.35268,kirgizca
-2.7077847,-314.27313,143.25919,kirgizca
-2.9771385,-321.03806,145.7772,kirgizca
-3.0380743,-320.2845,136.93109,kirgizca
-3.1784606,-343.53372,162.03764,kirgizca
-3.1078184,-322.95428,145.2861,kirgizca
-3.0271366,-337.518,145.45293,kirgizca
-2.9830513,-286.29147,121.95588,kirgizca
-3.088335,-260.4406,125.06796,kirgizca
-3.3993266,-271.1997,110.635124,kirgizca
-3.4522922,-281.76965,116.62639,kirgizca
-3.9528263,-282.39493,106.46338,kirgizca
-4.067188,-288.1069,120.11583,kirgizca
-3.2637928,-279.76392,111.70922,kirgizca
-3.2089653,-279.4886,113.68948,kirgizca
-3.4244475,-285.39062,132.36238,kirgizca
-4.0997453,-296.93045,128.57013,kirgizca
-4.565593,-296.5442,127.64298,kirgizca
-4.8686438,-326.06567,126.35051,kirgizca
-4.8080997,-331.78464,136.22482,kirgizca
-4.900833,-336.52628,138.38951,kirgizca
-3.9606497,-306.31808,111.6966,kirgizca
-4.574339,-287.49088,97.31593,kirgizca
-4.466071,-269.32886,112.51527,kirgizca
-2.5571623,-291.87173,119.09989,kirgizca
-4.1300735,-304.7976,110.01743,kirgizca
-3.3268583,-293.6744,115.088425,kirgizca
-4.4723825,-321.00552,111.85942,kirgizca
-3.9493666,-303.00604,100.764595,kirgizca
-4.530585,-297.81696,111.91025,kirgizca
-4.6602783,-306.46237,129.32582,kirgizca
-4.4804897,-283.9193,112.224915,kirgizca
-4.6819944,-293.55664,113.51584,kirgizca
-4.596824,-294.36987,119.94661,kirgizca
-4.4782968,-292.83658,114.46045,kirgizca
-4.85014,-303.2834,92.54862,kirgizca
-4.5191526,-274.9856,114.6458,kirgizca
-4.745856,-284.75793,108.08939,kirgizca
-4.596115,-291.8389,100.53361,kirgizca
-4.67528,-295.1725,109.05857,kirgizca
-3.9610822,-276.12274,108.213264,kirgizca
-4.594505,-317.61966,126.52511,kirgizca
-4.749686,-265.5928,125.12644,kirgizca
-4.9330125,-284.5035,119.547165,kirgizca
-4.7188597,-278.10834,114.7655,kirgizca
-4.7355804,-263.79483,120.46816,kirgizca
-4.757698,-288.81436,120.86238,kirgizca
-4.868339,-308.44653,110.07851,kirgizca
-4.529858,-286.48413,109.70654,kirgizca
-4.583186,-315.83698,114.02294,kirgizca
-1.9136616,-266.0739,126.58965,kirgizca
-2.7712293,-308.99576,135.62172,kirgizca
-2.7455614,-299.51273,130.90358,kirgizca
-2.9650905,-325.27466,141.11287,kirgizca
-3.8569806,-376.31497,111.55582,kirgizca
-3.3452406,-300.19247,134.35703,kirgizca
-3.410539,-296.9116,132.86903,kirgizca
-2.9960465,-283.4316,134.46837,kirgizca
-3.2445142,-298.29733,147.76715,kirgizca
-3.2602036,-299.737,148.68138,kirgizca
-3.3266063,-329.32013,167.03055,kirgizca
-3.7866921,-301.30188,118.79713,kirgizca
-3.894848,-278.93488,86.663475,kirgizca
-4.280214,-361.24817,121.08973,kirgizca
-4.0743737,-345.2729,121.993996,kirgizca
-4.4521503,-360.19788,117.361046,kirgizca
-4.1292176,-371.8526,118.49433,kirgizca
-3.0748692,-288.2003,118.654396,kirgizca
-3.3036249,-294.1799,152.06133,kirgizca
-3.7338262,-321.4484,143.47313,kirgizca
-3.2928994,-317.5531,146.29114,kirgizca
-2.9778159,-305.16168,144.88235,kirgizca
-3.3902993,-321.61862,151.1797,kirgizca
-3.8926375,-312.51428,123.387535,kirgizca
-3.6761792,-306.91888,137.60228,kirgizca
-3.76817,-317.82983,134.19308,kirgizca
-3.8971078,-360.66672,139.3479,kirgizca
-3.2240558,-302.30545,147.30026,kirgizca
-3.0592227,-278.7073,134.26889,kirgizca
-3.539978,-310.33,148.09149,kirgizca
-3.4507418,-319.95605,164.12993,kirgizca
-3.2234747,-314.35022,122.13776,kirgizca
-1.4121305,-292.16098,147.24477,kirgizca
-2.659293,-343.8135,121.11328,kirgizca
-1.6323707,-399.6169,182.6065,kirgizca
-1.5482973,-419.5479,210.3064,kirgizca
-1.383379,-417.2549,206.77734,kirgizca
-1.4461371,-394.20132,190.93369,kirgizca
-1.1724118,-398.51422,194.08783,kirgizca
-1.9627262,-430.75735,185.45119,kirgizca
-3.3768191,-375.117,131.97304,kirgizca
-2.3943186,-274.99985,161.27039,kirgizca
-2.8094318,-323.86237,147.87221,kirgizca
-2.4507487,-266.41135,128.73923,kirgizca
-2.574261,-297.31052,136.88254,kirgizca
-1.3961138,-213.34348,147.20544,kirgizca
-1.2452748,-181.72375,151.32195,kirgizca
-2.0081046,-228.21265,129.61775,uygurca
-0.5232081,-140.29344,145.34872,uygurca
-0.57683116,-166.83344,149.0864,uygurca
-0.7109105,-125.94077,124.96216,uygurca
-3.9313228,-295.76245,120.96937,uygurca
-3.3437462,-253.24716,151.669,uygurca
-3.2856026,-252.90701,140.31271,uygurca
-3.9852211,-290.02277,140.78728,uygurca
-1.9898322,-207.37776,114.25883,uygurca
-2.0079308,-227.57983,103.30817,uygurca
-1.9683336,-202.21532,109.93618,uygurca
-1.7797806,-202.08115,110.679054,uygurca
-1.819389,-198.82117,104.99749,uygurca
-2.1896405,-201.92798,108.27202,uygurca
-2.023801,-201.62067,109.53935,uygurca
-2.2024415,-221.04227,106.033936,uygurca
-1.8447628,-193.55879,106.28107,uygurca
-2.0810533,-217.09305,107.011604,uygurca
-2.0099957,-198.32474,111.08517,uygurca
-1.8392366,-208.8543,121.70237,uygurca
-2.1053536,-239.98451,121.08754,uygurca
-1.8868116,-198.67953,99.01497,uygurca
-1.9146221,-206.41957,112.98417,uygurca
-2.39128,-238.06851,116.38253,uygurca
-2.1591961,-232.25385,120.780235,uygurca
-2.0983133,-231.04907,127.88376,uygurca
-1.977367,-216.30562,113.66467,uygurca
-2.2249422,-224.00804,108.44811,uygurca
-2.060048,-194.3344,115.622345,uygurca
-2.3102071,-202.42612,106.749054,uygurca
-1.9479246,-215.30197,95.029305,uygurca
-2.1586876,-224.97801,110.71778,uygurca
-2.1684935,-227.88249,99.41183,uygurca
-2.178685,-219.79832,109.70477,uygurca
-2.406953,-226.23993,112.83431,uygurca
-2.1660295,-213.05974,121.47013,uygurca
-2.2389734,-216.30745,108.227875,uygurca
-1.9755112,-201.36285,96.56594,uygurca
-2.1687982,-229.85992,110.48198,uygurca
-1.9656278,-181.5032,106.82695,uygurca
-1.5735927,-208.01186,119.37166,uygurca
-2.0672975,-210.12857,101.18488,uygurca
-2.516262,-256.00552,117.74921,uygurca
-2.237852,-242.84894,117.47482,uygurca
-2.0269778,-208.18355,104.767006,uygurca
-2.0397756,-215.19936,124.52996,uygurca
-2.2434425,-230.62076,112.105156,uygurca
-2.0235407,-203.08005,103.331825,uygurca
-1.8410394,-196.04895,112.154785,uygurca
-2.1852655,-217.23067,92.32091,uygurca
-2.099051,-205.97177,110.20938,uygurca
-2.2106977,-231.22327,113.077354,uygurca
-2.2992115,-221.07294,106.705055,uygurca
-2.1291602,-220.66219,110.390724,uygurca
-2.314708,-230.9254,103.739555,uygurca
-2.2015162,-227.69469,122.80069,uygurca
-2.1046007,-210.12466,115.67707,uygurca
-2.4081457,-224.24548,107.120255,uygurca
-2.2895038,-232.79317,102.05134,uygurca
-2.2165253,-216.8476,104.46559,uygurca
-2.3761837,-220.81691,106.63199,uygurca
-2.0685842,-217.75664,127.85384,uygurca
-2.0661466,-202.28403,108.2989,uygurca
-1.8836383,-207.15012,102.4107,uygurca
-2.3042276,-224.76517,106.908585,uygurca
-1.872384,-200.51427,105.65108,uygurca
-2.000006,-199.22025,111.665146,uygurca
-1.8679559,-194.36612,105.10172,uygurca
-2.1425753,-231.08336,111.58371,uygurca
-2.0449605,-199.10042,116.434135,uygurca
-2.96566,-305.65564,117.72809,uygurca
-1.9877808,-216.03423,116.64067,uygurca
-1.9145826,-225.05402,116.7339,uygurca
-1.8517169,-198.72675,114.441765,uygurca
-2.0141428,-203.92935,111.36813,uygurca
-2.1317775,-208.03374,102.092415,uygurca
-2.25367,-218.89417,111.92948,uygurca
-2.3057604,-223.17068,113.86714,uygurca
-2.259007,-216.98535,108.30906,uygurca
-2.1346545,-222.37207,113.98618,uygurca
-1.9219397,-205.82845,103.08716,uygurca
-2.3498042,-226.05435,118.94845,uygurca
-2.1413422,-221.7491,104.647194,uygurca
-2.2117336,-194.06235,94.26882,uygurca
-2.1965513,-205.49998,114.86231,uygurca
-2.3176005,-218.2205,112.878204,uygurca
-2.226934,-230.9354,118.56474,uygurca
-3.1157732,-240.86488,102.49677,uygurca
-3.3641598,-271.24527,114.20205,uygurca
-3.1571643,-229.20186,102.136154,uygurca
-3.3036866,-227.15813,92.09066,uygurca
-2.990335,-245.87943,109.512924,uygurca
-3.3317537,-258.9884,107.37729,uygurca
-3.3599372,-253.78139,100.10592,uygurca
-3.214459,-242.69243,104.71965,uygurca
-3.3072813,-248.53473,115.50424,uygurca
-3.1727877,-237.83142,115.328964,uygurca
-3.2548027,-246.54439,106.55226,uygurca
-3.2774518,-268.02362,114.3005,uygurca
-3.347388,-238.90024,99.68825,uygurca
-3.3240614,-255.12157,104.59975,uygurca
-2.3731458,-227.07013,108.24245,uygurca
-1.9867599,-203.89473,97.74931,uygurca
-2.0933654,-209.35387,114.52328,uygurca
-2.1663408,-215.02415,111.04001,uygurca
-2.307634,-212.798,108.103424,uygurca
-2.1634698,-214.98817,114.08985,uygurca
-1.922714,-226.84676,115.84535,uygurca
-2.0941753,-241.56047,120.59582,uygurca
-1.8324908,-185.73204,102.683075,uygurca
-2.2765877,-222.84534,114.056,uygurca
-2.399952,-234.64706,116.6866,uygurca
-2.331845,-215.30356,115.63077,uygurca
-1.8463584,-249.92464,133.46306,uygurca
-1.4127091,-235.50063,122.08615,uygurca
-1.6388158,-257.02548,131.09143,uygurca
-1.7115282,-237.54529,124.485794,uygurca
-1.9256293,-256.83652,129.62772,uygurca
-1.8536532,-227.67685,135.83289,uygurca
-1.8489667,-243.11708,135.90538,uygurca
-1.9072998,-259.44583,144.61006,uygurca
-1.830656,-270.39392,137.65558,uygurca
-1.5323557,-224.28088,147.98262,uygurca
-1.0132629,-212.01675,148.68314,uygurca
-0.73517585,-215.84572,147.6048,uygurca
-1.8016016,-239.90375,137.62875,uygurca
-2.0663464,-258.71902,135.165,uygurca
-1.467156,-244.11475,128.4998,uygurca
-1.2121048,-225.37132,142.12692,uygurca
-1.6067743,-238.34538,131.94075,uygurca
-1.6629454,-236.23758,136.62396,uygurca
-2.652177,-318.41998,119.85107,uygurca
-1.2408377,-160.03265,106.96604,uygurca
-2.299559,-232.46596,96.75301,uygurca
-2.1070518,-206.18788,122.0343,uygurca
-2.0088913,-198.92522,112.23306,uygurca
-2.1013494,-225.94273,124.06488,uygurca
-2.376468,-208.88602,106.83655,uygurca
-2.3334236,-216.01192,100.703766,uygurca
-2.234486,-214.70288,96.49712,uygurca
-2.145542,-236.0056,106.63384,uygurca
-2.3047862,-230.48943,114.87493,uygurca
-2.2289503,-198.48965,95.49228,uygurca
-2.143653,-221.39503,99.72823,uygurca
-2.2196188,-203.65154,104.142654,uygurca
-2.1337848,-204.17918,93.10779,uygurca
-2.1503003,-200.50514,103.77059,uygurca
-2.2278697,-225.88899,110.04942,uygurca
-2.188213,-209.17793,92.9728,uygurca
-2.3206344,-228.0434,118.25077,uygurca
-2.1871734,-208.00822,89.705185,uygurca
-2.1587198,-214.47308,102.54055,uygurca
-2.0252807,-210.06232,110.66368,uygurca
-2.1895504,-208.51248,108.89677,uygurca
-2.20498,-203.01266,105.805046,uygurca
-2.1384952,-235.07352,94.316696,uygurca
-2.174178,-220.71422,127.61267,uygurca
-2.149074,-218.34535,118.480965,uygurca
-2.080216,-229.48927,113.7612,uygurca
-1.856263,-232.35219,116.06106,uygurca
-2.2088182,-224.82144,105.939445,uygurca
-2.341027,-228.79672,108.877495,uygurca
-2.0285425,-221.61732,119.33332,uygurca
-2.137113,-211.43445,106.960144,uygurca
-2.0320582,-210.52193,96.649315,uygurca
-1.9059346,-205.14397,115.48134,uygurca
-1.7812966,-209.72015,123.74313,uygurca
-1.706426,-202.29254,121.82431,uygurca
-1.7727526,-186.17075,103.02215,uygurca
-1.9157652,-191.81773,107.28992,uygurca
-1.9209179,-192.3036,116.042,uygurca
-1.9977278,-200.49821,95.22247,uygurca
-1.8696231,-213.23993,115.61512,uygurca
-2.3176677,-220.8348,105.87133,uygurca
-2.173136,-227.1456,120.56566,uygurca
-2.3854973,-213.83029,96.62107,uygurca
-2.4074714,-240.00314,116.13002,uygurca
-1.9942282,-207.64758,111.81426,uygurca
-2.283193,-233.35246,125.66036,uygurca
-2.032432,-210.56421,100.509315,uygurca
-1.8029742,-211.13945,103.10625,uygurca
-2.1180212,-217.42273,119.00309,uygurca
-2.2575035,-225.18236,120.80895,uygurca
-2.4284012,-244.6572,111.08763,uygurca
-2.0086477,-192.91261,99.756096,uygurca
-2.751962,-258.22556,110.359985,uygurca
-1.9688773,-200.66496,102.30558,uygurca
-2.006814,-196.43321,104.0993,uygurca
-2.4284801,-240.53021,104.93611,uygurca
-1.9069585,-181.54532,112.26197,uygurca
-2.0156002,-215.80684,113.59295,uygurca
-2.3027835,-196.2978,97.756325,uygurca
-2.1581473,-216.44978,108.26016,uygurca
-2.4280894,-219.00668,106.15566,uygurca
-2.1454992,-199.4143,102.84083,uygurca
-2.2387407,-219.62424,100.51763,uygurca
-2.311468,-214.53001,112.482994,uygurca
-1.9067764,-184.25375,106.98598,uygurca
-1.7792975,-216.52641,99.811935,uygurca
-2.331253,-203.00691,105.335915,uygurca
-2.3085818,-219.79509,99.73643,uygurca
-1.5508546,-192.95554,105.39307,uygurca
-2.1206295,-222.30753,121.878654,uygurca
-2.035707,-198.72374,109.55895,uygurca
-2.3510063,-206.76752,102.608345,uygurca
-2.1872513,-194.71649,105.97541,uygurca
-2.0712664,-204.18826,109.189316,uygurca
-2.1464705,-210.85541,114.4752,uygurca
-2.107252,-211.04108,104.04394,uygurca
-2.3813844,-228.67549,111.19559,uygurca
-2.01373,-209.39781,111.369446,uygurca
-2.1278982,-220.41402,105.17015,uygurca
-2.134035,-237.91962,106.98833,uygurca
-2.401626,-229.25014,111.30193,uygurca
-2.0928109,-238.81941,110.47666,uygurca
-1.8806684,-195.04776,98.84158,uygurca
-2.3824549,-246.93575,102.65889,uygurca
-1.8222028,-195.96243,118.61326,uygurca
-1.7945544,-180.42828,113.054146,uygurca
-2.0260847,-205.42116,106.85154,uygurca
-1.9120518,-188.93793,109.571846,uygurca
-2.1447053,-205.89511,112.653984,uygurca
-2.1670105,-213.9911,94.12758,uygurca
-1.8568126,-191.56142,100.02436,uygurca
-2.531934,-232.02664,98.12093,uygurca
-1.9492667,-208.14568,107.963196,uygurca
-2.0630884,-197.43913,100.19872,uygurca
-2.080883,-189.94351,88.45386,uygurca
-1.8908018,-203.76865,109.70939,uygurca
-2.0677147,-207.53825,106.57963,uygurca
-2.0186298,-210.77547,121.98372,uygurca
-2.1444664,-207.81674,98.27483,uygurca
-2.0142832,-221.48372,106.11904,uygurca
-1.9407678,-188.90631,117.40576,uygurca
-2.00633,-208.93459,119.845215,uygurca
-1.7979548,-192.37216,87.00116,uygurca
-1.9607271,-196.70091,106.67364,uygurca
-2.2460186,-242.85558,118.66043,uygurca
-3.316975,-265.9232,131.35622,uygurca
-3.3912683,-239.63507,153.6629,uygurca
-3.3480644,-260.5612,162.21033,uygurca
-3.1601715,-287.37793,146.87196,uygurca
-1.0482529,-224.08778,120.09072,uygurca
-1.1311563,-253.16895,111.48792,uygurca
-1.1505632,-232.32442,130.20683,uygurca
-1.3541703,-244.61525,109.172775,uygurca
-1.8158404,-228.99205,87.64354,uygurca
0.65070814,-86.94906,136.01625,uygurca
0.49423376,-75.292,120.85879,uygurca
0.8192754,-39.912106,108.42978,uygurca
-4.4990253,-435.14847,90.82967,uygurca
-3.3314276,-280.02515,131.87779,uygurca
-3.6997807,-299.5877,159.18526,uygurca
-3.1250153,-271.33047,101.47738,uygurca
-3.9411085,-318.57895,127.17599,uygurca
-3.9314733,-312.86133,138.2311,uygurca
-4.1118217,-337.583,154.41566,uygurca
-4.194254,-336.74786,147.41803,uygurca
-4.100808,-321.07547,135.28468,uygurca
-3.8319056,-310.8189,161.76015,uygurca
-3.4561832,-300.6958,134.95909,uygurca
-3.4987462,-311.9104,131.4629,uygurca
-3.5400214,-339.5781,103.28623,uygurca
-3.9425807,-319.7851,142.58452,uygurca
-3.7529402,-308.3226,110.6353,uygurca
-4.419458,-365.34814,141.7741,uygurca
-4.2787805,-361.19324,143.16574,uygurca
-4.142921,-347.33463,131.3462,uygurca
-4.00018,-334.8906,129.79926,uygurca
-4.296913,-356.19833,152.6997,uygurca
-3.957741,-334.78024,117.40869,uygurca
-3.7118108,-327.44824,147.7643,uygurca
-4.1534657,-354.7496,152.22995,uygurca
-4.334125,-365.2697,146.5531,uygurca
-4.061396,-353.49832,113.81259,uygurca
-4.0641274,-340.0619,132.86148,uygurca
-4.1508126,-352.31668,152.29626,uygurca
-4.1211157,-339.14383,137.0511,uygurca
-3.9780548,-341.5429,154.15138,uygurca
-4.110353,-351.55777,158.30327,uygurca
-3.984038,-342.8176,166.00618,uygurca
-4.1131287,-338.54037,133.27766,uygurca
-4.0795846,-359.26346,159.43486,uygurca
-4.2242227,-350.02527,144.91005,uygurca
-4.0624194,-352.53812,137.77145,uygurca
-3.7836723,-314.24173,115.754074,uygurca
-4.3541765,-366.114,155.68073,uygurca
-4.058293,-330.29593,174.40097,uygurca
-4.2541986,-348.26923,137.44113,uygurca
-3.869152,-310.12485,133.44295,uygurca
-4.093216,-323.88324,142.60104,uygurca
-4.047329,-330.63486,144.32741,uygurca
-4.024735,-330.10526,142.61534,uygurca
-3.9517403,-349.45593,138.33617,uygurca
-3.5027628,-283.67545,131.6724,uygurca
-4.1543326,-352.86255,121.81518,uygurca
-4.0189385,-327.02087,131.86795,uygurca
-3.8963203,-314.61792,131.48573,uygurca
-4.1083765,-344.11557,132.17253,uygurca
-3.7808049,-317.28955,114.69847,uygurca
-4.6367455,-391.05594,151.54446,uygurca
-4.1481347,-334.31027,144.9463,uygurca
-3.8222687,-324.65652,132.23875,uygurca
-3.8416321,-303.1161,141.54295,uygurca
-3.8530643,-312.09732,132.44304,uygurca
-3.6940854,-302.6395,138.64395,uygurca
-3.7843637,-334.40298,132.48659,uygurca
-4.000309,-345.26733,148.12042,uygurca
-4.3055015,-338.26593,169.2483,uygurca
-3.8682547,-329.1469,139.3583,uygurca
-3.9703357,-324.42667,131.8318,uygurca
-4.3181176,-348.69754,163.77345,uygurca
-4.063842,-338.10638,133.40627,uygurca
-4.1027675,-343.49118,151.9825,uygurca
-3.8520412,-326.75854,148.53358,uygurca
-3.4217598,-317.08603,130.43031,uygurca
-3.3117864,-317.64957,140.84953,uygurca
-3.3473568,-303.2535,132.30968,uygurca
-3.813974,-327.02158,151.59511,uygurca
-3.7453396,-316.31836,139.12498,uygurca
-3.9944227,-322.29358,139.88654,uygurca
-4.438776,-359.38016,165.81598,uygurca
-3.6658783,-343.63022,149.06378,uygurca
-4.2256756,-369.84576,138.82321,uygurca
-4.011914,-325.60776,135.6677,uygurca
-4.279796,-363.47513,149.20773,uygurca
-4.5952253,-351.1248,59.471054,uygurca
-4.052111,-273.20135,49.807827,uygurca
-4.33529,-292.35056,45.804977,uygurca
-4.3465195,-302.25592,70.60175,uygurca
-5.8343625,-436.11456,79.44851,uygurca
-4.9198837,-364.2536,73.50177,uygurca
-2.6122346,-214.2651,163.81308,uygurca
-2.092284,-98.764854,102.08399,uygurca
-1.8534209,-115.67208,111.19714,uygurca
-1.7334832,-142.6054,98.861374,uygurca
-1.643891,-155.33797,100.54836,uygurca
-4.5375123,-325.00995,50.94016,uygurca
-4.5849476,-376.2384,110.44082,uygurca
-3.7192888,-332.2178,113.329025,uygurca
-4.5226436,-373.87045,130.97025,uygurca
-3.7032897,-306.15952,136.30478,uygurca
-4.465275,-354.69882,145.52072,uygurca
-4.417445,-347.04303,148.19475,uygurca
-4.537453,-357.92255,149.535,uygurca
-4.429543,-365.75507,157.44734,uygurca
-4.6153545,-353.63043,146.70744,uygurca
-4.4580126,-358.9041,142.71536,uygurca
-4.7306576,-360.52286,148.75604,uygurca
-4.0763946,-328.5991,127.36177,uygurca
-3.879024,-314.83563,141.27197,uygurca
-4.1147795,-335.10413,145.33253,uygurca
