mean,min,max,class
-3.9581442,-231.35327,121.26696,tatarca
-4.502259,-288.08734,114.49291,tatarca
-4.477856,-266.1031,108.0706,tatarca
-3.4452798,-250.43307,112.8541,tatarca
-4.4027495,-293.23502,108.54605,tatarca
-2.4099014,-216.78496,142.76239,tatarca
-2.8833609,-235.4246,128.6572,tatarca
-4.5002294,-268.4193,104.52565,tatarca
-4.4286413,-256.047,100.067894,tatarca
-4.4299393,-258.04388,94.23851,tatarca
-4.770845,-304.94266,97.97324,tatarca
-4.877917,-258.5545,115.91887,tatarca
-4.377505,-260.11774,105.33174,tatarca
-4.214091,-278.12152,123.39799,tatarca
-3.4788723,-265.3752,118.23673,tatarca
-3.201412,-236.00781,132.96109,tatarca
-4.584633,-283.48035,113.06055,tatarca
-4.3696947,-260.61505,104.57389,tatarca
-5.086946,-309.5687,112.219696,tatarca
-4.384007,-251.58002,111.53654,tatarca
-4.567303,-262.3663,120.69592,tatarca
-4.8072944,-272.63037,121.49652,tatarca
-4.192533,-265.24277,113.50529,tatarca
-4.222608,-261.93344,96.03708,tatarca
-4.347665,-287.31522,89.1139,tatarca
-4.468808,-282.58875,106.20511,tatarca
-4.648893,-358.6055,101.60636,tatarca
-2.0964496,-294.79004,115.46656,tatarca
-1.9564924,-309.9215,122.83624,tatarca
-1.6338756,-268.9756,118.01088,tatarca
-1.784391,-283.18784,127.73871,tatarca
-1.7029551,-288.50705,138.07402,tatarca
-1.8834592,-294.64795,139.88818,tatarca
-1.8291574,-290.5264,132.34755,tatarca
-1.6040877,-276.75064,115.31313,tatarca
-2.5903192,-308.1672,107.43039,tatarca
-2.3708622,-226.0415,124.57918,tatarca
-2.3711412,-212.67305,122.37145,tatarca
-2.8198993,-219.8053,130.89893,tatarca
-2.462814,-201.78293,117.47539,tatarca
-2.5519655,-223.00813,136.0279,tatarca
-2.6948066,-334.6855,96.61171,tatarca
-1.7082516,-288.601,120.14987,tatarca
-1.5731155,-299.151,134.99756,tatarca
-2.0093038,-309.26157,150.61185,tatarca
-2.021126,-300.28372,142.37683,tatarca
-1.7109134,-312.28558,123.14345,tatarca
-2.533798,-309.8367,129.07251,tatarca
-1.7159493,-239.18391,140.48492,tatarca
-1.177334,-220.40498,121.50915,tatarca
-1.7241033,-228.2009,124.0374,tatarca
-1.9855837,-242.06065,158.79906,tatarca
-0.57038885,-233.04321,153.56961,tatarca
-1.1018922,-234.05319,146.39882,tatarca
-2.776746,-224.82765,130.47821,tatarca
-1.4716257,-239.24248,139.62462,tatarca
-1.1476065,-281.18686,153.13687,tatarca
-1.6312796,-300.5818,152.33557,tatarca
-0.39854914,-167.52872,129.26266,tatarca
-0.28344175,-166.10526,118.85481,tatarca
-0.24985139,-190.14279,128.78722,tatarca
-0.40678698,-203.42093,149.07883,tatarca
-0.7558948,-202.30624,138.45142,tatarca
-0.779433,-193.9888,124.12719,tatarca
-0.2551523,-191.69864,116.22618,tatarca
-2.7786627,-256.08572,128.76718,tatarca
-4.3877087,-264.2035,118.45599,tatarca
-3.4502392,-286.99585,132.4653,tatarca
-2.5421233,-285.1806,157.5591,tatarca
-3.1745105,-277.36002,157.49115,tatarca
-1.974658,-255.96951,152.39952,tatarca
-3.2119882,-271.3634,146.3306,tatarca
-2.8356647,-269.8851,146.2422,tatarca
-1.8754824,-257.63345,159.7242,tatarca
-3.1985714,-265.2417,151.88324,tatarca
-2.286548,-218.00343,146.34242,tatarca
-2.211549,-247.00645,158.81859,tatarca
-2.7155578,-269.13147,150.8556,tatarca
-2.9930046,-232.80414,126.92693,tatarca
-3.1729374,-305.78256,151.7238,tatarca
-2.9402597,-342.71063,154.39629,tatarca
-4.1328144,-245.27658,134.63191,tatarca
-4.053637,-251.36841,119.341446,tatarca
-3.8655927,-250.19048,129.96895,tatarca
-4.252964,-261.56476,146.27962,tatarca
-3.9727626,-250.72322,140.30205,tatarca
-3.3755314,-317.55438,122.21485,tatarca
-0.7272446,-191.39288,116.30988,tatarca
-1.7318721,-269.7667,109.002144,tatarca
-1.3399922,-269.4488,94.10705,tatarca
-1.2245489,-268.8962,94.81876,tatarca
-1.4791536,-252.76755,94.976944,tatarca
-3.3850048,-291.77908,113.30094,tatarca
-5.3098803,-329.32632,115.88341,tatarca
-5.050633,-331.82718,121.24248,tatarca
-4.99976,-312.67957,115.735146,tatarca
-5.0564866,-331.3689,121.00596,tatarca
-4.6988273,-310.68982,112.72496,tatarca
-4.751942,-301.41394,127.40705,tatarca
-4.829852,-335.4247,125.4335,tatarca
-4.945311,-307.39597,114.068436,tatarca
-4.6899896,-309.64606,125.131454,tatarca
-5.105377,-308.31058,119.43117,tatarca
-5.2195253,-341.9035,119.70209,tatarca
-4.738148,-297.48892,113.32742,tatarca
-3.3732195,-282.92844,96.19118,tatarca
-2.7928867,-263.4612,97.11721,tatarca
-2.2970364,-272.45575,107.67155,tatarca
-3.728435,-293.6089,118.03317,tatarca
-4.511649,-282.20377,157.64586,tatarca
-4.5287576,-278.43634,147.57437,tatarca
-4.2449284,-282.20325,153.07605,tatarca
-4.3124723,-276.3411,137.68848,tatarca
-4.5826435,-278.54788,145.52728,tatarca
-4.3837743,-274.05847,139.09961,tatarca
-4.0466146,-270.46677,100.87914,tatarca
-2.4724638,-282.3225,126.3681,tatarca
-2.7089086,-319.84546,117.36622,tatarca
-4.3169255,-260.1237,119.0437,tatarca
-3.9309103,-244.68257,126.99167,tatarca
-4.1194997,-257.15286,137.15805,tatarca
-4.089392,-257.64008,131.84564,tatarca
-3.9200456,-255.61694,144.96498,tatarca
-3.8033247,-253.76007,139.81616,tatarca
-3.8046508,-256.4529,143.85999,tatarca
-4.2697806,-315.98996,111.93619,tatarca
-4.628069,-276.30942,142.39697,tatarca
-3.7834783,-265.23288,148.69179,tatarca
-3.734337,-263.21307,146.29971,tatarca
-3.6828144,-267.52863,147.03656,tatarca
-3.9325125,-260.3261,134.15111,tatarca
-4.6647186,-312.51404,131.67068,tatarca
-4.0503106,-277.1542,143.52716,tatarca
-3.622341,-257.2628,128.53198,tatarca
-3.3057823,-254.86652,127.4091,tatarca
-2.663307,-261.6136,146.62329,tatarca
-3.3033073,-252.37961,143.28131,tatarca
-4.215609,-270.5473,127.959946,tatarca
-4.208843,-259.37488,128.33362,tatarca
-4.121507,-254.96175,121.10184,tatarca
-2.6619885,-237.37793,115.51758,tatarca
-0.6502128,-184.67084,125.088264,tatarca
-2.2156487,-238.97299,120.95511,tatarca
-4.21855,-280.04285,143.06483,tatarca
-4.28624,-260.59854,142.63463,tatarca
-4.251772,-256.4315,123.45439,tatarca
-3.9323978,-294.21527,116.96489,tatarca
-2.8692634,-250.11555,134.23862,tatarca
-2.2030694,-266.10477,115.485245,tatarca
-1.3519084,-239.54005,77.847946,tatarca
-1.5871339,-254.26508,89.67095,tatarca
-1.5779985,-264.15607,112.178246,tatarca
-1.750596,-307.57343,132.47163,tatarca
-1.7912155,-302.4245,121.10838,tatarca
-1.8386732,-306.94418,119.85415,tatarca
-1.7810243,-309.86462,122.13302,tatarca
-1.5575777,-292.91098,122.46114,tatarca
-1.459868,-289.38568,116.41383,tatarca
-1.3626795,-259.25143,108.887924,tatarca
-1.4378734,-237.08627,108.66248,tatarca
-1.3396491,-240.24261,102.64197,tatarca
-1.5948,-308.59534,111.08756,tatarca
-1.6094266,-307.42914,114.340904,tatarca
-1.277039,-278.03928,118.714966,tatarca
-1.3582158,-296.27917,90.79001,tatarca
-1.935257,-311.14597,100.021996,tatarca
-1.5551885,-293.49594,116.355965,tatarca
-2.052194,-349.08057,98.71007,tatarca
-2.2972646,-344.1438,97.185875,tatarca
-1.6173588,-310.7136,119.30128,tatarca
-1.9601798,-312.0891,116.683846,tatarca
-1.5675154,-285.5305,120.35364,tatarca
-1.8017116,-304.53098,124.06514,tatarca
-1.5388682,-279.8409,119.96025,tatarca
-1.4606775,-284.6429,120.090004,tatarca
-1.6365083,-267.50293,96.86748,tatarca
-1.639942,-248.02795,93.32163,tatarca
-1.7407413,-268.6473,102.0736,tatarca
-1.8198007,-263.49762,106.94324,tatarca
-2.1046631,-306.29596,91.61968,tatarca
-3.1300182,-318.1735,113.73551,tatarca
-4.0957932,-250.8692,143.84912,tatarca
-3.6714535,-244.96829,135.60283,tatarca
-3.8614924,-251.7926,137.77072,tatarca
-3.6919882,-242.61765,137.5488,tatarca
-3.7547565,-239.86432,127.35323,tatarca
-3.8417473,-257.3778,120.17242,tatarca
-3.998431,-269.74475,150.7473,tatarca
-3.8381984,-264.1424,141.38408,tatarca
-4.114104,-270.9982,154.38635,tatarca
-2.6173418,-247.55981,135.68015,tatarca
-2.0486283,-243.73474,144.94386,tatarca
-2.1243773,-235.67996,144.31114,tatarca
-1.9490337,-244.33524,131.90573,tatarca
-1.677109,-236.48099,135.99323,tatarca
-2.0188003,-251.39581,131.17528,tatarca
-1.94943,-241.01309,142.22034,tatarca
-2.309804,-265.4458,134.34502,tatarca
-1.9731251,-233.84654,133.55106,tatarca
-2.9429345,-250.08908,126.50736,tatarca
-4.059193,-256.37296,148.23438,tatarca
-3.6501706,-248.71347,137.10591,tatarca
-3.9542499,-266.65295,137.84975,tatarca
-3.901501,-252.22488,132.89304,tatarca
-3.9226136,-263.15796,133.1851,tatarca
-4.0131264,-287.64108,150.1395,tatarca
-3.9556754,-268.49417,141.16325,tatarca
-3.8036003,-254.02515,101.385185,tatarca
-2.9845695,-213.67245,111.792786,tatarca
-4.3429275,-264.53354,120.25902,tatarca
-4.1935825,-258.52087,126.93558,tatarca
-3.9167697,-250.72585,128.90291,tatarca
-4.1389236,-271.16907,159.05661,tatarca
-4.0098476,-284.552,139.82903,tatarca
-3.1092575,-316.82172,124.52226,tatarca
-2.5979095,-265.62784,147.84982,tatarca
-1.511804,-235.70782,127.456985,tatarca
-2.0890033,-235.8749,125.57876,tatarca
-2.7196827,-241.05728,146.80525,tatarca
-1.0913588,-239.88577,154.60475,tatarca
-1.1339575,-236.96175,154.56772,tatarca
-2.7332177,-201.63728,134.5176,tatarca
-1.9170116,-242.23154,151.09238,tatarca
-1.5692499,-294.78433,158.54588,tatarca
-1.8041778,-299.64035,151.82863,tatarca
-0.81943274,-190.3916,130.16061,tatarca
-0.2968867,-163.01538,122.48849,tatarca
-1.4889108,-257.43484,147.8456,kazakca
-1.409075,-222.36868,140.92389,kazakca
-4.3842287,-470.5943,103.28123,kazakca
-1.6927782,-308.96158,163.49341,kazakca
-2.579877,-364.24014,152.60136,kazakca
-3.594302,-343.4787,162.02237,kazakca
-3.9482374,-377.77148,175.40749,kazakca
-3.6857152,-381.37735,152.64511,kazakca
-3.699917,-381.94778,161.31601,kazakca
-3.6792114,-388.69888,158.09311,kazakca
-5.3538194,-501.23193,103.25535,kazakca
-4.8989015,-374.18146,146.37117,kazakca
-4.932022,-385.8409,154.41307,kazakca
-4.8378997,-389.89935,133.1696,kazakca
-4.637169,-366.86218,130.802,kazakca
-4.3982277,-380.5904,151.49515,kazakca
-5.047737,-360.88568,148.17004,kazakca
-4.7700343,-372.64917,155.35037,kazakca
-5.305654,-350.18665,135.74417,kazakca
-5.1160173,-331.56943,111.968185,kazakca
-5.2773046,-405.5628,115.3076,kazakca
-5.120357,-392.2664,124.00181,kazakca
-5.0975685,-418.38052,127.0381,kazakca
-6.8225765,-460.39758,97.85104,kazakca
-7.4850116,-378.7464,87.61932,kazakca
-7.8572345,-430.08746,88.07106,kazakca
-7.910479,-450.64865,97.26807,kazakca
-7.6532245,-406.68936,98.6221,kazakca
-7.9686193,-440.2919,96.921684,kazakca
-7.736569,-408.45517,78.1554,kazakca
-7.721984,-411.9345,92.47209,kazakca
-7.9450336,-461.35693,90.64792,kazakca
-7.445711,-392.7647,89.59619,kazakca
-7.787125,-427.33563,92.542694,kazakca
-7.751022,-436.76074,109.61286,kazakca
-7.702103,-430.70593,86.94042,kazakca
-7.648673,-436.06305,108.77862,kazakca
-7.7555404,-439.23666,105.67892,kazakca
-7.84789,-448.20316,99.109535,kazakca
-7.6976004,-416.48944,106.36211,kazakca
-7.843184,-439.3721,113.773224,kazakca
-7.726832,-413.62653,99.23602,kazakca
-6.53586,-406.10742,111.99642,kazakca
-5.4188333,-402.5485,115.51134,kazakca
-5.237284,-410.68182,134.61732,kazakca
-5.4911194,-422.1217,137.76768,kazakca
-6.2381806,-439.7714,126.61757,kazakca
-7.560511,-394.97696,103.56618,kazakca
-7.7298784,-416.19522,104.09613,kazakca
-7.8126144,-428.24155,102.31555,kazakca
-7.8365035,-445.8008,94.99704,kazakca
-7.8915076,-453.15768,93.16251,kazakca
-8.051871,-474.9375,102.6627,kazakca
-7.8062954,-452.3787,106.548294,kazakca
-7.9304023,-453.8491,99.31593,kazakca
-8.156807,-485.18723,102.58045,kazakca
-7.722527,-429.49466,109.685875,kazakca
-7.915497,-459.65463,102.33735,kazakca
-7.8230705,-452.84393,80.83982,kazakca
-7.912097,-461.94128,93.982285,kazakca
-7.713438,-443.23953,103.26427,kazakca
-7.7062683,-450.9103,120.885,kazakca
-7.101026,-426.03296,90.66553,kazakca
-5.3562236,-408.8427,137.5171,kazakca
-4.694053,-429.28207,138.64108,kazakca
-3.562771,-433.4055,146.01736,kazakca
-1.3563833,-347.984,177.71078,kazakca
-1.2742318,-364.13077,185.37085,kazakca
-1.2157727,-351.47513,176.21707,kazakca
-2.177213,-372.6617,158.90924,kazakca
-4.5497837,-384.9924,146.36404,kazakca
-4.946951,-383.022,140.41292,kazakca
-3.812623,-439.23935,175.46149,kazakca
-2.5928125,-409.57614,168.65692,kazakca
-2.4397743,-423.57956,175.02632,kazakca
-2.554578,-434.40042,180.10654,kazakca
-2.5203428,-369.68268,154.67625,kazakca
-2.4887588,-376.4067,143.81158,kazakca
-2.5465174,-367.45612,153.45424,kazakca
-4.6833305,-417.6733,147.7084,kazakca
-4.5621343,-420.42847,134.24731,kazakca
-3.7481573,-372.78485,137.7959,kazakca
-3.1456833,-243.87848,148.30986,kazakca
-3.1153207,-264.0759,141.23514,kazakca
-3.188959,-257.73615,146.83508,kazakca
-2.724574,-278.84763,163.40202,kazakca
-3.2191024,-265.99368,138.47714,kazakca
-3.5237744,-273.60544,128.41922,kazakca
-3.3211546,-275.68103,131.24564,kazakca
-4.184519,-419.94257,139.42639,kazakca
-4.920656,-438.97433,160.06505,kazakca
-3.8202446,-388.56577,141.79112,kazakca
-3.549772,-416.86716,152.1027,kazakca
-3.7872868,-369.65857,148.88995,kazakca
-6.142157,-442.5701,149.09924,kazakca
-6.072788,-464.0211,145.29182,kazakca
-5.9868827,-462.07568,153.63503,kazakca
-6.135685,-471.6799,152.89821,kazakca
-6.175768,-459.67676,146.57878,kazakca
-6.0929747,-480.28918,163.09978,kazakca
-6.1297426,-504.3508,142.00366,kazakca
-6.3131986,-533.47363,155.24368,kazakca
-6.2242503,-475.8928,147.68787,kazakca
-5.553898,-460.50986,159.65384,kazakca
-6.7349997,-571.4579,63.600388,kazakca
-3.602706,-343.5496,153.50833,kazakca
-3.9193132,-374.77338,174.83301,kazakca
-3.910866,-394.36603,175.17424,kazakca
-4.0017395,-406.76364,158.1668,kazakca
-3.571565,-361.07523,154.16614,kazakca
-3.7612195,-372.0669,154.14372,kazakca
-3.7919028,-422.79886,152.16702,kazakca
-6.5968704,-507.54526,97.262215,kazakca
-5.7733183,-415.84943,130.85982,kazakca
-5.789512,-442.61407,152.53574,kazakca
-5.792639,-426.5789,150.29515,kazakca
-5.6203423,-425.0574,147.7277,kazakca
-5.545234,-432.47488,150.83752,kazakca
-4.1518426,-341.48938,168.63995,kazakca
-4.939191,-420.09457,146.63483,kazakca
-4.172363,-403.2005,173.2782,kazakca
-4.5428987,-425.9293,165.09761,kazakca
-4.3591223,-420.97226,133.83882,kazakca
-4.4953914,-444.5077,122.557915,kazakca
-4.4746537,-468.61063,125.59706,kazakca
-5.2700562,-430.20123,124.20771,kazakca
-5.415063,-444.10553,164.64941,kazakca
-4.597998,-413.72864,164.6234,kazakca
-4.162476,-400.50378,146.6251,kazakca
-2.749345,-315.1975,125.98918,kazakca
-2.7275276,-322.464,121.36867,kazakca
-3.3347688,-378.96066,120.831696,kazakca
-4.747655,-401.33173,149.7966,kazakca
-4.97012,-450.17746,146.34972,kazakca
-4.6724496,-381.0769,156.37671,kazakca
-5.542416,-414.16473,153.57469,kazakca
-5.53005,-408.66122,147.02324,kazakca
-5.4285483,-400.4184,142.84459,kazakca
-5.5979657,-414.87772,161.90694,kazakca
-5.4705687,-383.8191,162.00475,kazakca
-5.360629,-383.21487,163.76794,kazakca
-5.0579486,-222.66553,173.09546,kazakca
-5.243796,-358.83173,143.19254,kazakca
-4.973226,-306.49176,169.7628,kazakca
-5.3124475,-335.4261,145.02345,kazakca
-5.584887,-273.15283,148.05298,kazakca
-3.9183538,-391.24585,158.11568,kazakca
-5.466883,-410.26324,146.99837,kazakca
-5.472985,-420.50803,152.69427,kazakca
-4.455705,-402.72824,167.62901,kazakca
-3.4967484,-343.3133,202.36751,kazakca
-3.588552,-347.20856,200.6321,kazakca
-3.7514827,-358.89127,201.30289,kazakca
-3.9886975,-384.46765,172.12445,kazakca
-5.0810857,-422.89362,169.18407,kazakca
-4.4915648,-403.70682,174.25327,kazakca
-2.832156,-319.45883,202.9944,kazakca
-2.932172,-322.26785,202.99069,kazakca
-2.6213667,-312.01703,204.19203,kazakca
-3.0418677,-330.53787,204.69382,kazakca
-5.5468946,-430.00778,158.52054,kazakca
-5.428918,-437.13416,159.50215,kazakca
-5.4138393,-439.7247,152.5055,kazakca
-5.3929543,-431.12424,155.04472,kazakca
-5.63546,-466.6056,151.78496,kazakca
-5.39229,-543.3598,135.04213,kazakca
-3.3840005,-350.5834,165.94258,kazakca
-3.454984,-360.00592,165.64656,kazakca
-3.7945778,-392.43524,156.1692,kazakca
-3.5956953,-361.6808,168.48914,kazakca
-3.9419746,-382.9356,172.66101,kazakca
-3.824026,-369.38654,149.9525,kazakca
-3.6820152,-368.0011,154.65819,kazakca
-3.8529747,-370.43326,159.91902,kazakca
-3.707538,-375.44653,163.71353,kazakca
-3.657356,-381.18103,148.04282,kazakca
-3.7400613,-376.52402,147.28691,kazakca
-5.4453917,-554.1438,96.2491,kazakca
-4.2934337,-337.27127,135.52354,kazakca
-5.4077177,-348.17844,158.22069,kazakca
-5.7320137,-372.40723,157.91661,kazakca
-5.901612,-385.87085,148.9095,kazakca
-5.8101935,-358.12164,135.27141,kazakca
-5.8561954,-377.83923,148.95967,kazakca
-6.0061917,-385.30383,147.02258,kazakca
-5.830636,-510.13477,74.001884,kazakca
-3.4819555,-358.5166,165.3204,kazakca
-3.9331112,-373.15704,164.714,kazakca
-3.5397365,-371.72,176.01599,kazakca
-3.9288304,-468.26007,137.36191,kazakca
-3.5460153,-371.6938,165.72417,kazakca
-3.7077568,-369.8085,163.43213,kazakca
-3.6940377,-381.88693,158.08595,kazakca
-3.855493,-375.58487,161.65384,kazakca
-3.4427097,-284.33475,132.90028,kazakca
-3.545923,-285.9769,148.51941,kazakca
-3.406675,-308.39172,156.75235,kazakca
-3.28617,-300.08145,147.8137,kazakca
-3.3544807,-263.92462,140.92207,kazakca
-2.4513514,-240.3069,133.18243,kazakca
-2.0367644,-220.98203,126.32004,kazakca
-2.8096845,-257.66342,125.29593,kazakca
-2.6115048,-238.67914,121.59199,kazakca
-2.6503744,-243.00691,126.43206,kazakca
-2.7237842,-248.83391,130.1192,kazakca
-2.4243712,-218.5968,126.20134,kazakca
-2.465812,-224.44757,120.59714,kazakca
-4.2141724,-331.79575,98.66705,kazakca
-5.1893196,-352.19684,113.22212,kazakca
-5.104498,-328.2616,127.8682,kazakca
-5.243954,-360.00922,124.10041,kazakca
-4.841314,-353.81897,136.3165,kazakca
-4.8478765,-350.65427,127.64496,kazakca
-5.083204,-373.15073,134.281,kazakca
-4.7248077,-375.33954,87.31317,kazakca
-3.2967145,-254.08891,124.78085,kazakca
-2.6234002,-238.87816,125.96945,kazakca
-3.1775172,-259.02304,136.39536,kazakca
-2.8636696,-264.57028,132.70459,kazakca
-2.964522,-271.83868,120.1742,kazakca
-2.927545,-272.3271,126.43402,kazakca
-2.9415176,-285.9999,130.86943,kazakca
-2.889219,-287.46036,127.995605,kazakca
-2.7724392,-264.9597,128.5794,kazakca
-3.166702,-276.277,137.26086,kazakca
-2.4935908,-241.30309,129.9952,kazakca
-2.958327,-312.16687,139.12798,kazakca
-3.6155589,-405.68506,145.02574,kazakca
-3.6880403,-409.0689,136.85466,kazakca
-3.7380328,-363.00827,174.28506,kazakca
-3.7279594,-389.04474,158.2122,kazakca
-3.790629,-380.25342,166.32079,kazakca
-3.8337865,-404.01202,147.07945,kazakca
-5.167821,-405.12747,91.45552,kazakca
-4.208806,-298.11063,104.17908,kazakca
-4.4672327,-321.29413,108.82167,kazakca
-5.1731873,-336.95804,113.83076,kazakca
-6.7646923,-352.75583,113.79177,kazakca
-6.7200813,-366.20084,110.59787,kazakca
-5.757053,-335.37292,129.96521,kazakca
-6.150567,-349.65915,105.48918,kazakca
-6.77439,-340.84683,98.29893,kazakca
-4.743227,-339.71548,112.62145,kazakca
-4.205221,-319.54752,109.22679,kazakca
-4.6292543,-338.42654,118.59643,kazakca
-7.167875,-392.93616,119.57841,kazakca
-6.6781206,-367.32367,120.04965,kazakca
-6.838775,-365.13397,123.43208,kazakca
-5.621383,-339.81995,133.06448,kazakca
-3.0018198,-286.56192,147.6893,kazakca
-6.309217,-368.293,120.13364,kazakca
-7.1539826,-381.41998,120.41797,kazakca
-7.0304456,-390.96744,119.60059,kazakca
-6.6742845,-368.86313,116.891235,kazakca
-6.7834105,-357.0628,112.14101,kazakca
-4.6289535,-320.68307,107.9114,kazakca
-4.37883,-332.24823,121.855896,kazakca
-4.074812,-332.59094,107.95077,kazakca
-5.572604,-352.08063,103.89065,kazakca
-7.0365863,-375.19437,111.16501,kazakca
-7.195719,-406.5997,92.541916,kazakca
-4.4128995,-321.03226,112.7015,kazakca
-4.4236846,-300.58017,113.78254,kazakca
-4.210872,-332.6141,110.36241,kazakca
-4.6305947,-397.44598,126.96859,kazakca
-3.4835336,-373.0832,151.32315,kazakca
-3.736166,-364.4837,143.94147,kazakca
-4.038399,-387.75327,176.52817,kazakca
-3.6365745,-368.63397,158.15111,kazakca
-3.8149724,-391.58707,162.12259,kazakca
-3.9291956,-388.8562,177.46352,kazakca
-3.7906768,-384.128,162.71837,kazakca
-4.0153527,-401.04678,159.08678,kazakca
-4.2727437,-524.9266,104.18666,kazakca
-3.6773398,-404.9998,149.53607,kazakca
-3.4597945,-330.8192,151.85039,kazakca
-3.841005,-371.53613,164.8013,kazakca
-3.989674,-389.5904,173.06541,kazakca
-4.1294074,-436.13867,161.11035,kazakca
-5.426969,-476.67133,102.31119,kazakca
-4.4193134,-326.597,136.19373,kazakca
-4.3894,-300.32437,129.83208,kazakca
-4.54307,-327.84048,117.837585,kazakca
-4.720411,-323.87634,133.50098,kazakca
-4.748364,-331.50507,125.19296,kazakca
-4.7893395,-319.71518,131.48102,kazakca
-4.8720293,-331.0178,141.34016,kazakca
-5.25363,-324.78784,137.4995,kazakca
-4.7532372,-284.25424,138.38574,kazakca
-4.58275,-287.0336,151.28145,kazakca
-4.9738684,-336.9199,124.91527,kazakca
-4.8004856,-323.96826,131.22316,kazakca
-4.877066,-320.07425,127.56747,kazakca
-4.981157,-341.16656,132.51802,kazakca
-4.845627,-274.83942,133.30869,kazakca
-4.65993,-278.53973,146.60489,kazakca
-4.8498645,-312.89865,129.98604,kazakca
-4.501166,-373.38693,141.68591,kazakca
-3.7676256,-332.06973,142.45331,kazakca
-3.838673,-339.37155,147.7978,kazakca
-3.7920523,-315.37,117.53055,kazakca
-3.9373622,-337.58038,146.40994,kazakca
-4.241347,-359.42126,137.40945,kazakca
-4.8933864,-306.81174,140.30511,kazakca
-4.6904325,-333.54807,151.90337,kazakca
-4.30458,-326.04407,132.74582,kazakca
-4.7251964,-320.93243,119.20839,kazakca
-4.681575,-318.7122,121.319435,kazakca
-5.326852,-344.5373,128.64236,kazakca
-4.3633337,-274.3913,133.45901,kazakca
-3.8437252,-263.63818,101.995804,kazakca
-4.5638523,-304.9066,127.7836,kazakca
-4.781182,-308.53098,146.8407,kazakca
-2.3535252,-355.75476,140.59668,kazakca
-1.429991,-259.09604,145.64993,kazakca
-1.2157166,-219.8223,142.29613,kazakca
-1.2564374,-248.8364,147.32797,kazakca
-1.0286721,-206.08539,141.12485,kazakca
-1.2499447,-300.9421,151.112,kazakca
-1.7660078,-317.27533,160.5073,kazakca
-2.846313,-432.32895,138.86816,kazakca
-3.980605,-381.86353,150.07935,kazakca
-4.0655165,-386.1349,168.41112,kazakca
-3.9663382,-363.13947,161.11774,kazakca
-4.1197944,-385.49115,148.49026,kazakca
-3.938506,-384.55093,154.24239,kazakca
-3.9479406,-380.793,171.31079,kazakca
-3.9934094,-390.79565,172.61565,kazakca
-4.956576,-468.9051,119.45667,kazakca
-6.812359,-376.26767,130.1963,kazakca
-7.19431,-372.40466,105.28728,kazakca
-7.0750337,-369.6412,106.89157,kazakca
-6.491382,-332.08337,115.89378,kazakca
-7.366112,-386.3516,90.10698,kazakca
-7.4937806,-392.01254,97.962845,kazakca
-7.305135,-370.38745,87.52543,kazakca
-7.3491516,-378.4425,91.87714,kazakca
-7.2141304,-352.43073,87.38008,kazakca
-7.501688,-410.54327,92.13884,kazakca
-7.6396666,-424.73764,93.44802,kazakca
-7.4478846,-402.39172,102.68797,kazakca
-7.5662155,-390.37842,98.030945,kazakca
-7.581699,-397.81693,83.23547,kazakca
-7.6354465,-420.27713,90.80396,kazakca
-7.4710326,-394.18762,88.691246,kazakca
-7.4089894,-389.0101,98.09874,kazakca
-7.3239927,-378.83783,94.478775,kazakca
-7.5997863,-422.9011,98.58,kazakca
-7.478401,-407.00198,104.82471,kazakca
-7.362373,-415.19995,96.67018,kazakca
-7.5336766,-422.63696,108.00114,kazakca
-7.389754,-405.96378,100.77283,kazakca
-6.931124,-555.52106,59.35968,kazakca
-4.0626307,-377.0412,161.78131,kazakca
-4.0810122,-390.09128,156.90878,kazakca
-4.045517,-393.5304,169.25206,kazakca
-4.019706,-385.03702,150.77307,kazakca
-4.1458206,-391.5048,163.04762,kazakca
-4.00538,-389.5159,150.33984,kazakca
-3.7448487,-385.53247,156.30397,kazakca
-3.8784878,-398.7949,149.90419,kazakca
-3.819177,-386.00134,163.92352,kazakca
-3.9472425,-397.9087,161.86356,kazakca
-4.134412,-405.5832,158.96149,kazakca
-4.046959,-392.06052,152.00757,kazakca
-5.6405497,-599.7737,94.80568,kazakca
-4.410192,-354.43845,132.54561,kazakca
-5.361541,-344.95404,155.35014,kazakca
-5.797582,-374.1393,155.60938,kazakca
-5.854101,-381.5759,152.58359,kazakca
-5.7829113,-356.22375,135.70421,kazakca
-5.95786,-386.27222,145.69489,kazakca
-5.8757687,-371.27618,149.98189,kazakca
-5.0567803,-469.15942,107.81618,kazakca
-3.9262438,-392.9663,164.04112,kazakca
-3.8998318,-384.03226,157.31973,kazakca
-3.7722015,-410.14108,168.54028,kazakca
-4.0872893,-528.59955,119.59157,kazakca
-4.0832543,-391.56137,157.79575,kazakca
-4.0136514,-404.9471,162.00551,kazakca
-4.0940385,-406.11023,154.9893,kazakca
-4.20682,-424.0234,164.30948,kazakca
-4.0592375,-390.71054,152.60162,kazakca
-4.106064,-397.35233,158.10002,kazakca
-3.9398878,-402.76346,152.6423,kazakca
-4.1245766,-412.3944,154.59517,kazakca
-4.063121,-403.1815,162.54256,kazakca
-3.9006627,-388.08154,139.12114,kazakca
-4.1271744,-468.0302,131.10033,kazakca
-4.3049293,-524.4622,102.775665,kazakca
-4.171973,-387.8992,155.89706,kazakca
-4.0118537,-388.50726,154.24208,kazakca
